,제조사,모델명,옵션명,연식,주행거리,연료,색상,가격
1269,현대,올뉴투싼(TL),디젤1.6 2WD 모던,2019,"139,872Km",경유,흰색,"1,620"
1270,현대,쏘나타뉴라이즈,1.7 디젤 스타일,2018,"105,290Km",경유,흰색,"1,370"
1271,제네시스,G70,2.0T 스포츠패키지,2018,"66,884Km",휘발유,흰색,"3,400"
1272,르노삼성,QM6,LPe2WD RE,2020,"3,148Km",LPG,흰색,"2,620"
1273,제네시스,G70,2.0T 어드밴스드,2018,"87,904Km",휘발유,흰색,"3,210"
1274,재규어,XF(2세대),20d 프레스티지AWD,2017,"42,585Km",경유,흰색,"2,640"
1275,제네시스,G70,3.3T스포츠AWD 프레스티지,2019,"19,217Km",휘발유,흰색,"4,140"
1276,링컨,뉴MKZ,2.0 ,2019,"34,999Km",휘발유,흰색,"2,850"
1277,현대,코나,1.6디젤 2WD 프리미엄,2018,"117,716Km",경유,흰색,"1,500"
1278,기아,K5 2세대,2.0 MX 럭셔리,2017,"142,000Km",휘발유,흰색,879
1279,기아,니로,1.6 하이브리드 프레스티지,2017,"75,421Km",휘발유+전기,흰색,"1,830"
1280,현대,싼타페TM,디젤2.2 AWD 인스퍼레이션,2020,"53,858Km",경유,흰색,"3,240"
1281,볼보,XC40,T4AWD 인스크립션,2019,"21,988Km",휘발유,흰색,"4,680"
1282,르노삼성,QM6,가솔린2WD LE,2019,"112,899Km",휘발유,흰색,"1,580"
1283,기아,더뉴스포티지R,디젤 2WD 트렌디,2014,"47,053Km",경유,흰색,"1,329"
1284,기아,올뉴K7 하이브리드,2.4 노블레스,2019,"35,863Km",휘발유+전기,흰색,"2,940"
1285,쌍용,더뉴코란도스포츠,2.2 CX7 4WD 클럽,2018,"92,000Km",경유,흰색,"1,350"
1286,BMW,4시리즈(F32/33),428i컨버터블 ,2014,"141,226Km",휘발유,흰색,"2,950"
1287,기아,카니발R,그랜드카니발프레지던트 ,2013,"109,289Km",경유,흰색,920
1288,현대,아반떼AD,1.6GDi 스마트 ,2018,"112,015Km",휘발유,흰색,"1,120"
1289,기아,니로,1.6 하이브리드 프레스티지,2018,"40,899Km",휘발유+전기,흰색,"2,100"
1290,벤츠,A클래스(3세대),A45AMG4MATIC ,2016,"146,444Km",휘발유,흰색,"2,440"
1291,현대,i30(PD),디젤 1.6 스마트,2018,"84,417Km",경유,흰색,"1,370"
1292,BMW,1시리즈(F20),118d5도어 스포츠,2017,"49,397Km",경유,흰색,"2,100"
1293,벤츠,GLE클래스(W166),GLE63S 4MATIC 쿠페 ,2017,"48,130Km",휘발유,흰색,"6,750"
1294,기아,K3,트렌디 ,2017,"40,406Km",휘발유,흰색,"1,320"
1295,쌍용,코란도스포츠,CX7 4WD 패션,2016,"76,327Km",경유,흰색,"1,550"
1296,현대,i30(PD),가솔린1.6 터보 N라인,2019,"36,125Km",휘발유,흰색,"2,480"
1297,기아,봉고3,1톤더블캡초장축CRDi ,2017,"43,983Km",경유,흰색,"1,310"
1298,기아,니로,1.6 하이브리드 프레스티지,2017,"100,000Km",휘발유+전기,흰색,"1,630"
1299,르노삼성,SM6,2.0 GDe SE,2019,"97,290Km",휘발유,흰색,"1,090"
1300,현대,아반떼AD,1.6GDi 스타일 ,2018,"67,241Km",휘발유,흰색,"1,120"
1301,현대,더뉴그랜저IG,3.0LPi ,2021,"36,255Km",LPG,흰색,"2,940"
1302,현대,LF쏘나타,2.0 스마트 ,2015,"48,995Km",휘발유,흰색,"1,470"
1303,재규어,XF(1세대),2.2디젤 럭셔리,2014,"147,000Km",경유,흰색,"1,059"
1304,쌍용,티볼리아머,TX ,2019,"89,000Km",휘발유,흰색,"1,129"
1305,쉐보레/대우,올란도,디젤1.6LT 컨비니언스,2018,"63,000Km",경유,흰색,"1,139"
1306,렉서스,CT,200h 슈프림,2014,"136,837Km",휘발유+전기,흰색,"1,680"
1307,쌍용,코란도투리스모,11인승 4WD LT,2014,"159,000Km",경유,흰색,709
1308,쉐보레/대우,라보,보냉탑차 롱카고,2015,"40,633Km",LPG,흰색,500
1309,기아,K5 2세대,2.0 SX 프레스티지,2016,"117,874Km",휘발유,흰색,"1,230"
1310,현대,코나,1.6디젤 2WD 모던,2018,"130,575Km",경유,흰색,"1,359"
1311,BMW,3시리즈(F30),320d xDrive투어링 ,2014,"75,930Km",경유,흰색,"2,100"
1312,기아,스포티지4세대(QL),디젤1.7 2WD 노블레스,2017 ,"120,695Km",경유,흰색,"1,410"
1313,기아,K5 2세대,LPI MX 프레스티지,2018,"131,484Km",LPG,흰색,"1,159"
1314,기아,더뉴봉고3,냉동탑차 ,2020,"70,409Km",경유,흰색,"2,380"
1315,쉐보레/대우,스파크,LT 기본형,2014,"42,266Km",휘발유,흰색,620
1316,현대,포터2,냉동탑차 냉동탑차,2015,"149,328Km",경유,흰색,"1,180"
1317,쌍용,렉스턴W,2.0 2WD RX7 프레스티지,2015,"83,910Km",경유,흰색,"1,420"
1318,포드,몬데오(4세대),2.0디젤 티타늄,2015,"110,000Km",경유,흰색,980
1319,포드,익스플로러(5세대),2.3리미티드AWD ,2017,"54,802Km",휘발유,흰색,"2,980"
1320,기아,봉고3,1.2톤킹캡초장축CRDi LTD,2016,"107,238Km",경유,흰색,"1,160"
1321,포르쉐,카이엔(2세대),3.6GTS ,2016,"93,247Km",휘발유,흰색,"7,630"
1322,벤츠,E클래스(W213),E400 4MATIC 쿠페,2017,"103,758Km",휘발유,흰색,"5,030"
1323,기아,봉고3,1.2톤킹캡초장축CRDi ,2016,"95,662Km",경유,흰색,"1,360"
1324,기아,K3,프레스티지 ,2013,"57,140Km",휘발유,흰색,"1,060"
1325,르노삼성,SM6,2.0 GDe SE,2019,"85,000Km",휘발유,흰색,"1,039"
1326,기아,쏘울EV,쏘울EV ,2016,"66,267Km",전기(EV),흰색,"1,510"
1327,기아,봉고3,1톤냉동탑차 ,2019,"80,000Km",경유,흰색,"1,710"
1328,토요타,RAV4,2.0 2WD ,2018,"43,677Km",휘발유,흰색,"2,140"
1329,벤츠,GLC클래스(X253),GLC220d 4MATIC 기본형,201709,"106,591Km",경유,흰색,"4,370"
1330,쌍용,티볼리,디젤 2WD TX,2016 ,"143,022Km",경유,흰색,820
1331,현대,싼타페DM,디젤(e-VGT)2.0 2WD모던 ,2015 ,"137,010Km",경유,흰색,"1,410"
1332,현대,그랜드스타렉스,11인승왜건HVX VIP팩,2013,"115,000Km",경유,흰색,"1,160"
1333,랜드로버,레인지로버(4세대),5.0SC 오토바이오그래피 LWB,2019,"23,000Km",휘발유,흰색,"17,950"
1334,기아,봉고3,1톤더블캡초장축CRDi 럭셔리,2016,"110,463Km",경유,흰색,"1,260"
1335,르노삼성,SM3네오(2세대),가솔린1.6 SE,2015,"119,813Km",휘발유,흰색,440
1336,쉐보레/대우,더넥스트스파크,LT 플러스,2016,"83,239Km",휘발유,흰색,680
1337,현대,아반떼AD,1.6GDi 스타일 ,2018,"99,594Km",휘발유,흰색,"1,070"
1338,현대,포터2,초장축슈퍼캡CRDi ,2014,"131,450Km",경유,흰색,870
1339,쉐보레/대우,더넥스트스파크,LS ,2018,"14,850Km",휘발유,흰색,760
1340,기아,K5 2세대,1.6터보 SX 프레스티지,2016,"44,783Km",휘발유,흰색,"1,760"
1341,벤츠,E클래스(W213),E400 4MATIC ,2017,"97,047Km",휘발유,흰색,"4,900"
1342,기아,모하비,4WD QV300 최고급형,2015,"69,264Km",경유,흰색,"2,200"
1343,기아,뉴쏘렌토R,디젤2.0 2WD 리미티드스페셜,2013,"127,061Km",경유,흰색,"1,480"
1344,기아,더뉴K3,트렌디 스타일,2017,"48,518Km",휘발유,흰색,"1,350"
1345,르노삼성,SM6,2.0 GDe SE,2019,"86,439Km",휘발유,흰색,"1,160"
1346,기아,스포티지4세대(QL),디젤2.0 4WD 트렌디,2016,"63,018Km",경유,흰색,"1,410"
1347,마세라티,콰트로포르테,3.0V6디젤 ,2014,"121,365Km",경유,흰색,"4,500"
1348,푸조,508(1세대),1.6e-HDi 악티브,2015,"100,000Km",경유,흰색,"1,120"
1349,아우디,뉴A5,2.0TDI콰트로스포츠백 8TA,2013,"130,000Km",경유,흰색,"1,250"
1350,기아,더뉴봉고3,LPI 킹캡 ,2021,"2,317Km",LPG,흰색,"1,680"
1351,벤츠,B클래스,B200CDI W246,2015,"77,000Km",경유,흰색,"1,650"
1352,르노삼성,마스터버스,2.3디젤 13인승,2020,"10,000Km",경유,흰색,"3,090"
1353,현대,그랜저HG,LPG HG300 모던,2014,"100,817Km",LPG,흰색,"1,129"
1354,미니,컨트리맨(1세대),쿠퍼SD ALL4,2015,"92,934Km",경유,흰색,"1,660"
1355,BMW,X5(F15),xDrive40d ,2016,"129,021Km",경유,흰색,"4,740"
1356,기아,더뉴카니발,7인승 리무진 VIP,2019,"27,782Km",경유,흰색,"3,340"
1357,캐딜락,CTS(3세대),2.0T 럭셔리,2014,"37,689Km",휘발유,흰색,"2,020"
1358,기아,더뉴모하비,3.0 4WD 프레지던트,2017,"93,174Km",경유,흰색,"2,790"
1359,르노삼성,SM5노바,가솔린 2.0 클래식,2018,"107,057Km",휘발유,흰색,"1,020"
1360,기아,모닝,밴 ,2013 ,"107,117Km",휘발유,흰색,290
1361,기아,봉고3,1톤윙바디 ,2018,"115,818Km",경유,흰색,"1,320"
1362,기아,더뉴봉고3,킹캡 1.2톤,2022 ,"2,027Km",경유,흰색,"5,030"
1363,기아,쏘울EV,쏘울EV ,2018,"9,049Km",전기(EV),흰색,"1,729"
1364,기아,봉고3일렉트릭,카고 GLS,2021,"1,539Km",전기(EV),흰색,"3,040"
1365,지프,그랜드체로키(4세대),3.6가솔린 리미티드X,2019,"12,904Km",휘발유,흰색,"4,150"
1366,아우디,NEW A4,2.0TDI콰트로 프레스티지,2013,"125,453Km",경유,흰색,"1,100"
1367,아우디,A7,3.0 TDI 콰트로 다이나믹,2013,"155,300Km",경유,흰색,"1,970"
1368,BMW,X6(F16),xDrive30d ,2015,"92,768Km",경유,흰색,"4,100"
1369,현대,아반떼AD,1.6GDi 프리미엄 ,2018,"73,740Km",휘발유,흰색,"1,519"
1370,르노삼성,QM6,디젤2WD LE,2018,"87,702Km",경유,흰색,"1,760"
1371,지프,그랜드체로키(4세대),3.6가솔린 오버랜드,2014,"68,337Km",휘발유,흰색,"2,740"
1372,인피니티,Q50,2.2d 프리미엄,2014,"154,014Km",경유,흰색,"1,080"
1373,현대,아반떼MD,M16GDi 스마트 ,2013,"139,000Km",휘발유,흰색,610
1374,푸조,3008(1세대),1.6e-HDi ,2012,"129,000Km",경유,흰색,620
1375,미니,로드스터,쿠퍼S ,2015,"44,191Km",휘발유,흰색,"2,240"
1376,랜드로버,디스커버리,TD6 ,2017,"78,716Km",경유,흰색,"5,520"
1377,푸조,2008(1세대),1.6e-HDi 펠린,2015,"127,000Km",경유,흰색,890
1378,현대,싼타페TM,가솔린2.0T 2WD 인스퍼레이션,2019,"39,063Km",휘발유,흰색,"3,440"
1379,현대,코나,1.6디젤 2WD 프리미엄,2018,"68,000Km",경유,흰색,"1,960"
1380,쉐보레/대우,스파크,LS 스타,2012,"81,000Km",휘발유,흰색,380
1381,기아,봉고3,1톤내장탑차 ,2013 ,"48,465Km",경유,흰색,"1,280"
1382,랜드로버,디스커버리스포츠,2.0TD4 HSE럭셔리,2018,"38,104Km",경유,흰색,"3,800"
1383,르노삼성,SM6,LPe LE,2016,"59,159Km",LPG,흰색,"1,420"
1384,쌍용,티볼리아머,TX ,2019,"92,000Km",휘발유,흰색,"1,119"
1385,르노삼성,SM6,2.0 GDe SE,2016,"129,154Km",휘발유,흰색,900
1386,쉐보레/대우,트랙스,1.4 LT 디럭스 ,2013,"73,124Km",휘발유,흰색,870
1387,기아,더뉴쏘렌토,디젤2.0 2WD 노블레스 스페셜,2018,"87,242Km",경유,흰색,"2,540"
1388,기아,더뉴K7,3.0GDI 프레스티지스페셜,2013,"100,000Km",휘발유,흰색,"1,150"
1389,현대,올뉴투싼(TL),디젤1.7 2WD 스타일피버,2016,"49,686Km",경유,흰색,"1,760"
1390,BMW,3시리즈(G20),320d 럭셔리,2016,"65,202Km",경유,흰색,"2,200"
1391,아우디,A8,3.0 D3/4E,2011,"154,815Km",경유,흰색,"1,780"
1392,현대,포터2,초장축슈퍼캡CRDi ,2015,"58,510Km",경유,흰색,"1,260"
1393,기아,봉고3,내장탑차 ,2016,"102,890Km",경유,흰색,"1,880"
1394,쌍용,베리뉴티볼리,1.5터보 2WD V3,2021 ,"7,400Km",휘발유,흰색,"1,900"
1395,지프,뉴레니게이드,2.4가솔린 리미티드,2021,"10,081Km",휘발유,흰색,"3,290"
1396,기아,K7프리미어,2.5가솔린 노블레스,2020,"43,565Km",휘발유,흰색,"2,980"
1397,시트로엥,DS3카브리오,1.6BlueHDi 비시크,2018 ,"61,487Km",경유,흰색,"1,200"
1398,기아,올뉴쏘렌토,디젤2.0 2WD 노블레스 스페셜,2016,"129,361Km",경유,흰색,"2,020"
1399,폭스바겐,골프(7세대),2.0TDI블루모션 ,2016 ,"124,700Km",경유,흰색,"1,320"
1400,포드,익스플로러(5세대),2.3리미티드AWD ,2017,"152,734Km",휘발유,흰색,"2,180"
1401,쌍용,티볼리아머,가솔린 2WD TX,2019,"72,653Km",휘발유,흰색,"1,380"
1402,볼보,V40 크로스컨트리,D3 ,2017 ,"33,500Km",경유,흰색,"2,240"
1403,기아,더뉴K7,2.4GDI 프레스티지스페셜,2013,"131,358Km",휘발유,흰색,"1,270"
1404,BMW,X3(G01),xDrive20d x라인,2014 ,"150,754Km",경유,흰색,"1,770"
1405,기아,니로,1.6 하이브리드 럭셔리,2017 ,"44,222Km",휘발유+전기,흰색,"1,780"
1406,BMW,3시리즈(F30),320d D,2015 ,"69,151Km",경유,흰색,"1,770"
1407,랜드로버,레인지로버이보크(1세대),2.0TD4 SE,2016 ,"134,926Km",경유,흰색,"2,400"
1408,현대,포터2,초장축슈퍼캡 ,2015 ,"132,401Km",경유,흰색,909
1409,아우디,A5,35TDI콰트로 스포츠백,2015 ,"159,411Km",경유,흰색,"1,499"
1410,기아,봉고3,1톤더블캡초장축CRDi ,2013 ,"43,477Km",경유,흰색,"1,249"
1411,현대,더뉴아반떼MD,1.6GDi 스마트 기본형,2016 ,"102,860Km",휘발유,흰색,809
1412,쌍용,렉스턴W,2.0 4WD RX7 프레스티지,2015 ,"152,428Km",경유,흰색,"1,009"
1413,기아,봉고3,1톤킹캡초장축CRDi 럭셔리,2016 ,"143,769Km",경유,흰색,"1,200"
1414,기아,스포티지4세대(QL),디젤2.0 2WD 프레스티지,2018,"82,550Km",경유,흰색,"1,660"
1415,현대,포터2,윙바디 ,2013,"33,046Km",경유,흰색,"1,300"
1416,BMW,X3(G01),xDrive20d x라인,2014 ,"150,754Km",경유,흰색,"1,770"
1417,기아,니로,1.6 하이브리드 럭셔리,2017 ,"44,222Km",휘발유+전기,흰색,"1,780"
1418,현대,그랜드스타렉스,12인승LPi왜건CVX 럭셔리,2012,"154,125Km",LPG,흰색,"1,010"
1419,현대,쏘나타DN8,가솔린 2.0 프리미엄,2020,"82,711Km",휘발유,흰색,"2,020"
1420,쉐보레/대우,트랙스,1.4 LT 래더패키지 ,2015,"119,000Km",휘발유,흰색,870
1421,현대,LF쏘나타,2.0 스마트 ,2017,"68,338Km",휘발유,흰색,"1,400"
1422,기아,K3,디럭스 ,2013,"56,360Km",휘발유,흰색,610
1423,벤츠,뉴CLS클래스,CLS350d4Matic ,2016,"133,567Km",경유,흰색,"2,980"
1424,쌍용,티볼리아머,디젤 2WD VX,2017 ,"93,945Km",경유,흰색,"1,310"
1425,벤츠,뉴E클래스,E220d아방가르드 ,2015,"133,167Km",경유,흰색,"2,150"
1426,기아,더뉴레이,럭셔리 ,2018,"76,000Km",휘발유,흰색,949
1427,기아,더뉴카렌스,1.7 VGT 프레스티지,2017,"76,759Km",경유,흰색,"1,250"
1428,현대,아슬란,G300 익스클루시브 ,2017,"43,865Km",휘발유,흰색,"1,950"
1429,현대,아반떼AD,1.6GDi 스타일 ,2018,"154,127Km",휘발유,흰색,850
1430,쯔더우,EV D2, ,2018 ,"21,308Km",전기(EV),흰색,630
1431,기아,K5 2세대,2.0 MX 럭셔리,2017,"125,000Km",휘발유,흰색,"1,040"
1432,기아,올뉴K7,2.4GDI 리미티드,2017,"125,949Km",휘발유,흰색,"1,780"
1433,현대,코나,1.6디젤 2WD 모던아트,2018,"87,250Km",경유,흰색,"1,670"
1434,쌍용,코란도스포츠,CX5 2WD 패션,2013,"60,020Km",경유,흰색,950
1435,벤츠,GLC클래스(X253),GLC250d 4MATIC ,2018,"20,752Km",경유,흰색,"4,920"
1436,기아,쏘울EV,쏘울EV ,2018 ,"76,996Km",전기(EV),흰색,"1,560"
1437,포르쉐,911(997),카레라4S 쿠페,2010,"110,962Km",휘발유,흰색,"4,300"
1438,기아,스포티지4세대(QL),디젤2.0 2WD 노블레스,2016,"140,561Km",경유,흰색,"1,440"
1439,기아,스토닉,1.6디젤 트렌디,2019,"29,157Km",경유,흰색,"1,650"
1440,현대,더뉴아반떼MD,1.6VGT 모던 기본형,2015,"119,543Km",경유,흰색,710
1441,현대,더뉴아반떼MD,1.6VGT 스마트 기본형,2014,"124,638Km",경유,흰색,670
1442,기아,스포티지4세대(QL),디젤2.0 4WD 프레스티지,2016,"106,494Km",경유,흰색,"1,530"
1443,아우디,NEW A4,30TDI 리미티드에디션,2016,"123,858Km",경유,흰색,"1,630"
1444,기아,봉고3,워크스루밴 ,2017,"68,828Km",경유,흰색,"1,620"
1445,기아,봉고3,워크스루밴 ,2017,"88,497Km",경유,흰색,"1,580"
1446,르노삼성,더뉴QM6,2.0 LPe 2WD RE시그니처,2022,6Km,LPG,흰색,"3,050"
1447,르노삼성,더뉴QM6,2.0 LPe 2WD RE시그니처,2022,5Km,LPG,흰색,"2,930"
1448,기아,올뉴K7,2.4GDI 리미티드,2017,"125,949Km",휘발유,흰색,"1,780"
1449,현대,코나,1.6디젤 2WD 모던아트,2018,"87,250Km",경유,흰색,"1,670"
1450,벤츠,GLC클래스(X253),GLC250d 4MATIC ,2018,"20,752Km",경유,흰색,"4,920"
1451,기아,쏘울EV,쏘울EV ,2018 ,"76,996Km",전기(EV),흰색,"1,560"
1452,쌍용,코란도스포츠,CX5 2WD 패션,2013,"60,020Km",경유,흰색,950
1453,포르쉐,911(997),카레라4S 쿠페,2010,"110,962Km",휘발유,흰색,"4,300"
1454,기아,스포티지4세대(QL),디젤2.0 2WD 노블레스,2016,"140,561Km",경유,흰색,"1,440"
1455,기아,스토닉,1.6디젤 트렌디,2019,"29,157Km",경유,흰색,"1,650"
1456,현대,더뉴아반떼MD,1.6VGT 모던 기본형,2015,"119,543Km",경유,흰색,710
1457,현대,더뉴아반떼MD,1.6VGT 스마트 기본형,2014,"124,638Km",경유,흰색,670
1458,기아,스포티지4세대(QL),디젤2.0 4WD 프레스티지,2016,"106,494Km",경유,흰색,"1,530"
1459,아우디,NEW A4,30TDI 리미티드에디션,2016,"123,858Km",경유,흰색,"1,630"
1460,기아,봉고3,워크스루밴 ,2017,"68,828Km",경유,흰색,"1,620"
1461,기아,봉고3,워크스루밴 ,2017,"88,497Km",경유,흰색,"1,580"
1462,쌍용,렉스턴스포츠 칸,디젤2.2 2WD 프로폐셔널X,2019,"81,090Km",경유,흰색,"2,249"
1463,벤츠,A클래스(3세대),A180CDI스타일 ,2015,"49,999Km",경유,흰색,"1,780"
1464,쌍용,렉스턴스포츠,디젤2.2 2WD 노블레스,2020,"52,077Km",경유,흰색,"2,430"
1465,현대,포터2,하이내장탑 ,2018,"20,754Km",경유,흰색,"1,970"
1466,현대,포터2,내장탑차 슈퍼캡,2015,"62,525Km",경유,흰색,"1,259"
1467,르노삼성,XM3,가솔린 1.6 GTe LE,2022,6Km,휘발유,흰색,"1,980"
1468,현대,i40,1.7 VGT 프리미엄,2013,"35,112Km",경유,흰색,"1,270"
1469,현대,그랜드스타렉스,5인승밴 CVX프리미엄,2013,"141,817Km",경유,흰색,"1,190"
1470,랜드로버,레인지로버스포츠(2세대),3.0SDV6 HSE,2016,"28,000Km",경유,흰색,"6,150"
1471,대형버스(16인승이상),카운티,뉴카운티 ,2019,"14,000Km",경유,흰색,"5,840"
1472,푸조,2008(1세대),1.6BlueHDi 알뤼르,2017,"126,509Km",경유,흰색,"1,010"
1473,르노삼성,SM6,LPe LE,2019,"41,000Km",LPG,흰색,"1,670"
1474,쌍용,베리뉴티볼리,1.5터보 2WD V7,2020,"10,000Km",휘발유,흰색,"2,070"
1475,미니,미니5도어(3세대),쿠퍼S 기본형,2015,"102,000Km",휘발유,흰색,"1,800"
1476,기아,올뉴K3,프레스티지 ,2020,"32,000Km",휘발유,흰색,"1,730"
1477,쉐보레/대우,어메이징뉴크루즈,1.4LT디럭스팩 ,2016,"94,000Km",휘발유,흰색,640
1478,폭스바겐,제타(6세대),1.6TDI블루모션 ,2014,"96,000Km",경유,흰색,710
1479,쉐보레/대우,크루즈,1.4LTZ+스타일패키지 ,2014,"96,000Km",휘발유,흰색,670
1480,현대,아반떼AD,1.6GDi 프리미엄 ,2016,"72,000Km",휘발유,흰색,"1,450"
1481,쉐보레/대우,어메이징뉴크루즈,디젤1.6LTZ ,2016,"46,000Km",경유,흰색,870
1482,포드,익스플로러(5세대),2.0에코부스트 ,2015,"91,000Km",휘발유,흰색,"1,750"
1483,폭스바겐,티구안(1세대),2.0TDI블루모션 프리미엄,2016,"144,000Km",경유,흰색,"1,530"
1484,르노삼성,QM6,가솔린2WD LE,2018,"37,000Km",휘발유,흰색,"1,850"
1485,랜드로버,레인지로버(4세대),4.4TDV8 오토바이오그래피,2017,"70,785Km",경유,흰색,"8,450"
1486,현대,팰리세이드,2.2디젤2WD 프레스티지,2021,"20,000Km",경유,흰색,"3,980"
1487,벤츠,뉴E클래스,E200카브리올레 ,2016,"67,000Km",휘발유,흰색,"3,250"
1488,현대,올뉴투싼(TL),디젤2.0 4WD 모던,2016,"153,455Km",경유,흰색,"1,380"
1489,BMW,3시리즈 그란투리스모(F34),320d 럭셔리,2016,"51,155Km",경유,흰색,"2,820"
1490,기아,스토닉,1.6디젤 트렌디,2018,"77,240Km",경유,흰색,"1,310"
1491,기아,올뉴K3,트렌디 ,2019,"49,626Km",휘발유,흰색,"1,610"
1492,기아,더뉴레이,프레스티지 ,2020,"9,286Km",휘발유,흰색,"1,560"
1493,쌍용,티볼리에어,디젤 2WD IX,2018,"31,574Km",경유,흰색,"1,490"
1494,쌍용,코란도스포츠,CX7 4WD 패션,2016 ,"72,191Km",경유,흰색,"1,500"
1495,르노삼성,뉴QM3,RE 파노라믹에디션,2018,"20,540Km",경유,흰색,"1,620"
1496,쉐보레/대우,트레일블레이저,1.35터보 RS,2020 ,"25,104Km",휘발유,흰색,"2,740"
1497,쌍용,렉스턴스포츠 칸,디젤2.2 2WD 프로폐셔널X,2019,"81,090Km",경유,흰색,"2,249"
1498,쌍용,렉스턴스포츠,디젤2.2 2WD 노블레스,2020,"52,077Km",경유,흰색,"2,430"
1499,벤츠,A클래스(3세대),A180CDI스타일 ,2015,"49,999Km",경유,흰색,"1,780"
